p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56,p_57,p_58,p_59,p_60,p_61,p_62,p_63,p_64,p_65,p_66,p_67,p_68,p_69,p_70,p_71,p_72,p_73,p_74,p_75,p_76,p_77,p_78,p_79,p_80,p_81,p_82,p_83,p_84,p_85,p_86,p_87,p_88,p_89,p_90,p_91,p_92,p_93,p_94,p_95,p_96,p_97,p_98,p_99,p_100,p_101,p_102,p_103,p_104,p_105,p_106,p_107,p_108,p_109,p_110,p_111,p_112,p_113,p_114,p_115,p_116,p_117,p_118,p_119,p_120,monomer_state
0.043290045,0.025974026,0.04761905,0.034632035,0.017316017,0.034632035,0.07359307,0.0995671,0.043290045,0.043290045,0.06926407,0.09090909,0.04761905,0.056277055,0.043290045,0.051948052,0.077922076,0.008658009,0.043290045,0.04761905,0.0,1.0620464,-0.82574636,-2.3605063,0.4049052,0.123691514,-0.86233866,0.4650374,-1.4172676,-1.9942787,2.5099676,1.5958879,-0.62900317,0.05557341,-1.0375296,0.25289008,-1.593141,1.552903,0.1829753,1.4535506,0.34345767,4.43016,0.16929056,-0.61030036,2.0866814,-0.009159183,0.24421401,-0.17972165,-0.0039933654,-1.3444909,1.3215944,2.057122,0.38457924,-1.8049799,1.0613327,-1.6616784,-0.7079614,-0.88028485,1.5407311,0.40166298,0.26937363,-0.95635134,-1.2897444,0.8096199,-0.21080375,1.9541332,-2.1729145,1.8571768,1.4642274,-1.0961784,-0.44927117,0.3851703,-1.2570194,0.53715724,0.04977195,-0.6419948,-0.22214061,-0.06384387,-0.1964188,-1.7891703,0.18162678,0.40845415,1.8038976,-1.1524341,0.9419233,-0.5239169,-0.96158695,0.44130135,-0.23307414,-0.15089877,-1.4820187,-0.7220027,0.43340176,0.16518384,-0.49692383,-0.04172385,-0.5010049,-0.5352434,0.40370762,0.8941016,-0.41775036,-1.6613207,-0.51313096,0.27809876,0.70299387,1.5829599,-0.23528068,3.3690176,2.090554,2.3518066,0.9853698,1.82771,0.776193,0.026078433,0.011782388,-1.1280375,-0.17168827,0.0782897,0.025624989,-1.0935997,2.2858548,1
0.05357143,0.04017857,0.05357143,0.06696428,0.013392857,0.026785715,0.06696428,0.07589286,0.03125,0.05357143,0.06696428,0.08928572,0.04464286,0.04910714,0.05357143,0.05357143,0.04464286,0.008928572,0.05357143,0.05357143,0.0,1.0966699,-0.92354864,-2.3565845,0.45042077,0.09918415,-0.9747152,0.58814114,-1.4533489,-1.8689556,2.51367,1.5718079,-0.6593943,-0.025635134,-1.1132649,0.24141905,-1.6052148,1.5226011,0.20637198,1.3879799,0.37326124,4.321298,0.12323,-0.6257487,2.1230538,-0.008883545,0.24512634,-0.19907741,-0.00902616,-1.4434259,1.3001566,2.0774815,0.47217655,-1.7867154,1.1272935,-1.6145277,-0.7246739,-0.9577423,1.4665833,0.45715854,0.227794,-1.033138,-1.2932588,0.86669606,-0.13630153,1.9696127,-2.173494,1.8365616,1.4955093,-1.0696198,-0.3833471,0.41952154,-1.2276703,0.46061063,0.04389385,-0.6028405,-0.2299407,-0.053631064,-0.19418943,-1.7671156,0.13432054,0.35136095,1.8773152,-1.1687938,0.901388,-0.55222,-0.9152177,0.3556735,-0.19052652,-0.10340021,-1.421462,-0.73987657,0.3599202,0.016685853,-0.5368977,-0.1506978,-0.62365514,-0.61165065,0.46980995,0.8808352,-0.37072703,-1.7106936,-0.5447473,0.30315036,0.6413998,1.6107132,-0.20590119,3.3783154,2.146732,2.4176922,0.96634454,1.7567552,0.94807965,-0.012828448,0.07226221,-1.112916,-0.09954597,0.040349167,0.12555853,-1.0815175,2.3684711,1
0.050458714,0.036697246,0.027522936,0.04587156,0.0091743115,0.027522936,0.09633028,0.10550459,0.04587156,0.041284405,0.04587156,0.06422018,0.050458714,0.050458714,0.050458714,0.06422018,0.06422018,0.0091743115,0.04587156,0.06880734,0.0,1.1134813,-0.8957781,-2.3073654,0.41260654,0.24100213,-0.82510954,0.5932927,-1.3208314,-2.013812,2.4244726,1.6054059,-0.65518874,-0.01658996,-1.1812624,0.14004003,-1.620908,1.532881,0.18748663,1.4905899,0.42065108,4.2214847,0.048904646,-0.79389083,2.0057518,-0.12199697,0.17516866,-0.13478547,-0.071369514,-1.3047942,1.259433,2.1048853,0.46335205,-1.8584558,1.166639,-1.5889827,-0.71805626,-0.9005131,1.532324,0.45347768,0.15590456,-0.968003,-1.2340913,1.0032665,-0.30152068,1.8964226,-2.0790303,1.8451183,1.5213566,-1.1844645,-0.50326055,0.3601936,-1.2277892,0.55725443,0.055337653,-0.62560326,-0.26755035,-0.035592675,-0.2317881,-1.8260019,0.18894762,0.4013055,1.750891,-1.1126674,0.83965236,-0.46031114,-0.980176,0.40758884,-0.10568306,-0.262869,-1.4084401,-0.8888538,0.4054423,0.06987685,-0.45377752,-0.18008892,-0.57263094,-0.6920054,0.4627913,0.888888,-0.34965396,-1.7175069,-0.5153263,0.32066825,0.68431866,1.5133123,-0.23718362,3.3424609,1.9998482,2.3707628,0.8721264,1.7237197,0.9920409,-0.11377149,0.10335838,-1.2525955,-0.018554473,0.060414273,0.048260305,-1.1052076,2.20551,1
0.049382716,0.04526749,0.037037037,0.041152265,0.016460905,0.028806584,0.074074075,0.10288066,0.053497944,0.037037037,0.074074075,0.074074075,0.041152265,0.041152265,0.04526749,0.049382716,0.08230453,0.008230452,0.04526749,0.053497944,0.0,1.0352049,-0.8439682,-2.3588836,0.335655,0.056561127,-0.8047008,0.5633999,-1.3497833,-1.9871138,2.4485197,1.6177994,-0.6466959,0.030305644,-1.1534635,0.16046992,-1.5517952,1.5669078,0.08879747,1.4436619,0.35651058,4.427882,0.21835712,-0.63512474,1.963215,-0.0565642,0.27692166,-0.20871843,-0.10590587,-1.3655789,1.3951578,1.9790282,0.37571585,-1.8348581,1.0791727,-1.7168084,-0.7122982,-0.8963548,1.5863018,0.35694906,0.27127382,-0.98262835,-1.3211753,0.75218374,-0.27435884,1.9401778,-2.126979,1.868297,1.4475423,-1.0735112,-0.3671263,0.3712257,-1.421851,0.621218,0.057633847,-0.6696485,-0.21381512,-0.024232673,-0.22794929,-1.8095561,0.17747009,0.38342643,1.7993703,-1.125253,0.97034204,-0.36779675,-0.95763004,0.3312725,-0.24304427,-0.13867122,-1.4516538,-0.7188989,0.3883149,0.2184787,-0.5567884,-0.03265497,-0.4346697,-0.43340328,0.43902105,0.9081923,-0.47314468,-1.6616942,-0.48642555,0.14826931,0.70448804,1.5294359,-0.23547955,3.4515173,2.0515177,2.3865101,0.8681452,1.7406354,0.80932486,0.0006389976,-0.044324595,-1.1905519,-0.23791537,0.11014655,0.12604196,-1.042704,2.3446848,1
0.043290045,0.038961038,0.030303031,0.060606062,0.0,0.034632035,0.0995671,0.103896104,0.025974026,0.043290045,0.051948052,0.0995671,0.034632035,0.043290045,0.051948052,0.04761905,0.056277055,0.017316017,0.051948052,0.064935066,0.0,1.0139871,-0.86317855,-2.4061532,0.31534708,0.1121759,-0.804814,0.51477706,-1.3981396,-1.970293,2.4524977,1.6224355,-0.6782847,0.019073967,-1.0345904,0.25707328,-1.6095167,1.5643525,0.19835572,1.4115454,0.36447242,4.3853073,0.22951531,-0.6315227,2.1145127,-0.052804925,0.18547797,-0.13297454,0.0024506936,-1.3909727,1.3059529,2.0649514,0.34196484,-1.7376328,1.1058347,-1.6502941,-0.7563513,-0.86561084,1.5874342,0.43125623,0.26199788,-0.97660995,-1.3008856,0.88234276,-0.33913934,1.8891343,-2.1414163,1.9099392,1.4343393,-1.0036379,-0.46977764,0.3985392,-1.3237265,0.5388972,0.06564769,-0.58712417,-0.25602794,-0.05074077,-0.16086523,-1.8609049,0.16114867,0.4148302,1.8812413,-1.1468189,0.93558484,-0.46068805,-0.9392884,0.40356824,-0.14811279,-0.21745528,-1.4439645,-0.7419379,0.39300236,0.14941865,-0.43036187,-0.10655646,-0.533666,-0.55964684,0.42735583,0.8202788,-0.4787008,-1.6213098,-0.6108681,0.30414364,0.6865934,1.6064005,-0.3017442,3.371541,2.1919873,2.4031792,0.931957,1.853761,0.85827494,-0.03222066,0.07756187,-1.1296693,-0.17926411,0.09798728,0.10633039,-1.081068,2.319284,1
0.04661017,0.033898305,0.025423728,0.06355932,0.004237288,0.029661017,0.10169491,0.105932206,0.029661017,0.04661017,0.055084746,0.097457625,0.038135592,0.042372882,0.050847456,0.055084746,0.04661017,0.016949153,0.04661017,0.06355932,0.0,1.0131347,-0.8701119,-2.3987386,0.31171277,0.089374445,-0.8347347,0.5152213,-1.4117236,-1.9849648,2.4569125,1.6533527,-0.6494252,0.04297819,-1.0544437,0.17516847,-1.6139466,1.5610311,0.110619955,1.3676568,0.43065867,4.404134,0.2791429,-0.6530536,2.0601492,-0.039012212,0.14141388,-0.10472175,-0.06470137,-1.4188939,1.3230242,2.0565472,0.38452706,-1.7789526,1.1310513,-1.6812075,-0.76236564,-0.898763,1.5868953,0.42621857,0.26765212,-0.99515224,-1.281163,0.8546986,-0.38990086,1.8933487,-2.1573243,1.8867882,1.4720483,-0.945362,-0.45710668,0.4078673,-1.3622111,0.5953975,0.05167214,-0.5900668,-0.25022304,0.009370955,-0.16714112,-1.8294832,0.1337062,0.37800074,1.8612303,-1.1752034,0.92620975,-0.42404023,-0.94761217,0.4285646,-0.123295575,-0.25552982,-1.4365178,-0.73647815,0.40427202,0.19899227,-0.44878685,-0.12884372,-0.50391114,-0.52762365,0.4043176,0.8557999,-0.4876989,-1.6646355,-0.58921367,0.2515949,0.7220143,1.5785338,-0.30813947,3.3870323,2.141802,2.4273622,0.89654535,1.8177826,0.8242536,-0.028505515,0.041706912,-1.184859,-0.21409255,0.113200635,0.11159983,-1.0374768,2.2856517,1
0.042372882,0.038135592,0.029661017,0.059322033,0.0,0.033898305,0.097457625,0.105932206,0.025423728,0.042372882,0.050847456,0.097457625,0.038135592,0.042372882,0.050847456,0.050847456,0.050847456,0.016949153,0.050847456,0.076271184,0.0,1.0110171,-0.88515955,-2.3944066,0.3378389,0.09202553,-0.8393883,0.50097394,-1.4023522,-1.9592103,2.388905,1.6252228,-0.65291387,0.0071326033,-1.0558224,0.17574844,-1.6295961,1.5585519,0.14772375,1.4005225,0.4252714,4.406929,0.26814362,-0.56962067,2.0456853,-0.03006005,0.1995983,-0.12953115,-0.040249996,-1.3951753,1.3081006,2.047967,0.3936621,-1.7430007,1.1271079,-1.6484972,-0.75319797,-0.89927244,1.6000838,0.43682048,0.27297473,-1.0302278,-1.3330717,0.8517467,-0.33692482,1.8665011,-2.1445165,1.9043257,1.4513853,-0.993521,-0.44846508,0.41862085,-1.3853413,0.5727124,0.0858584,-0.6052514,-0.256673,-0.009612382,-0.16240948,-1.8418456,0.16964175,0.3618108,1.8665236,-1.1802313,0.92565125,-0.39316142,-0.97200996,0.38916573,-0.12059752,-0.18691614,-1.4390653,-0.77017826,0.39792415,0.14839578,-0.50496125,-0.11016218,-0.49877885,-0.5233644,0.39279526,0.87018454,-0.48186144,-1.6421865,-0.5531822,0.23429407,0.7104429,1.554719,-0.27691928,3.39223,2.1551669,2.4320493,0.8826231,1.8525466,0.8340539,-0.052528434,0.036332417,-1.1733067,-0.14864929,0.1246337,0.08666191,-0.997614,2.3495932,1
0.042372882,0.038135592,0.029661017,0.059322033,0.0,0.029661017,0.097457625,0.105932206,0.025423728,0.033898305,0.050847456,0.10169491,0.042372882,0.04661017,0.055084746,0.04661017,0.055084746,0.012711864,0.050847456,0.076271184,0.0,1.006732,-0.8871412,-2.4365497,0.33602545,0.009182601,-0.8593758,0.47955438,-1.3948087,-1.9443833,2.4229488,1.6030406,-0.6782511,0.08270896,-1.0613041,0.2043048,-1.6247023,1.5742395,0.1275808,1.3376161,0.37566146,4.4069815,0.2824308,-0.62063706,2.0556989,-0.033776995,0.18530221,-0.103805155,-0.06537356,-1.4627212,1.3400524,2.043884,0.3920249,-1.7327513,1.1373916,-1.6996045,-0.73420256,-0.91867304,1.5499393,0.41185656,0.29651976,-0.99259305,-1.3106711,0.87568533,-0.30093127,1.9159001,-2.1018271,1.9138,1.4449866,-0.9431751,-0.46841887,0.37623483,-1.3860921,0.528842,0.07842022,-0.559526,-0.21751028,-0.0056926166,-0.1825325,-1.8244171,0.1384937,0.3702861,1.8624142,-1.1267475,0.9467292,-0.42453846,-0.9358292,0.35464126,-0.14293557,-0.21636173,-1.4464875,-0.7462775,0.39466614,0.21846269,-0.49534646,-0.17789444,-0.47163856,-0.48822546,0.47741416,0.8156987,-0.4961661,-1.5799023,-0.5410579,0.21734694,0.7253046,1.5592884,-0.32506266,3.4260552,2.1617708,2.3774989,0.8640065,1.8328884,0.8223425,-0.030395439,0.06928572,-1.1822172,-0.18999718,0.10315549,0.13839985,-1.0397215,2.3752358,1
0.042372882,0.033898305,0.033898305,0.059322033,0.0,0.029661017,0.10169491,0.105932206,0.025423728,0.033898305,0.06355932,0.097457625,0.038135592,0.04661017,0.050847456,0.04661017,0.06355932,0.012711864,0.050847456,0.06355932,0.0,1.0529896,-0.8764687,-2.3961058,0.3773274,0.061523765,-0.80778784,0.49877813,-1.3831995,-1.9714559,2.44692,1.6322788,-0.66660017,0.057750396,-1.0829577,0.18907718,-1.6355305,1.6056305,0.112733565,1.3599006,0.40823448,4.428861,0.2982345,-0.6136318,2.0377042,-0.029616004,0.2092262,-0.09335338,-0.051968087,-1.4150895,1.3528131,2.0704515,0.37203047,-1.7805223,1.1449056,-1.6766855,-0.7346928,-0.93011874,1.5652299,0.4623569,0.26736984,-1.002639,-1.3267987,0.8775072,-0.36036876,1.9081955,-2.0919647,1.9070815,1.4630277,-0.96992767,-0.46964172,0.38353473,-1.3629717,0.55630195,0.1105003,-0.5899127,-0.21105099,-0.0015173146,-0.19234636,-1.837234,0.17568086,0.3574796,1.8662859,-1.1644657,0.94786936,-0.4181854,-0.976739,0.39308074,-0.15580557,-0.21677043,-1.443582,-0.7601679,0.3915349,0.19254413,-0.4918888,-0.15833177,-0.48248115,-0.5206946,0.39836538,0.8243484,-0.53419995,-1.5929868,-0.57411563,0.25967836,0.73864263,1.5668178,-0.31156188,3.425786,2.1451988,2.4004724,0.8634828,1.8080554,0.81206053,-0.021675905,0.054704525,-1.210843,-0.15154907,0.14085121,0.1184862,-1.0142727,2.3668427,1
0.04661017,0.038135592,0.033898305,0.059322033,0.0,0.029661017,0.10169491,0.105932206,0.025423728,0.038135592,0.059322033,0.097457625,0.033898305,0.04661017,0.050847456,0.04661017,0.055084746,0.012711864,0.050847456,0.06779661,0.0,1.0509303,-0.87150186,-2.385546,0.38466108,0.020128923,-0.84182686,0.5100598,-1.3972611,-1.9815247,2.4151666,1.6083344,-0.6764886,0.07708985,-1.0766351,0.1943754,-1.6689768,1.5936551,0.13365276,1.3357307,0.3906048,4.4439898,0.27860782,-0.6034494,2.0554075,-0.02574461,0.19524552,-0.07440182,-0.068260185,-1.4197862,1.3613327,2.0727568,0.39730215,-1.7433724,1.1293951,-1.6734524,-0.75079817,-0.9370461,1.5726098,0.42960486,0.29101965,-0.9670873,-1.3449682,0.86953497,-0.35000175,1.878911,-2.1394525,1.9323249,1.4813664,-0.93650055,-0.45656282,0.40830222,-1.402382,0.53166574,0.082575455,-0.6012408,-0.25815347,0.033655517,-0.16514497,-1.806459,0.14967214,0.33239618,1.868101,-1.1430826,0.9410912,-0.41723076,-1.0062155,0.35839808,-0.13848735,-0.21013685,-1.45909,-0.73079985,0.3997151,0.14048697,-0.5098009,-0.15010089,-0.4892894,-0.4839057,0.44628018,0.85298276,-0.5345733,-1.5843629,-0.53573674,0.24167107,0.7289951,1.533482,-0.33677894,3.4138517,2.158789,2.3651247,0.8624185,1.8059888,0.80956453,-0.025235485,0.07878482,-1.2192582,-0.18365401,0.13768524,0.11374865,-1.0188451,2.3831604,1
0.057777777,0.04,0.017777778,0.062222224,0.0,0.031111112,0.09777778,0.10222222,0.022222223,0.035555556,0.062222224,0.09777778,0.04,0.044444446,0.053333335,0.057777777,0.053333335,0.013333334,0.053333335,0.057777777,0.0,0.9835338,-0.93751764,-2.3792107,0.37420633,0.117913626,-0.82378423,0.568721,-1.4171348,-1.9570653,2.4069152,1.5475866,-0.65551203,0.016924432,-1.0500166,0.191659,-1.6114234,1.5548736,0.18574595,1.3906476,0.42311,4.4184666,0.22227883,-0.71037585,2.0158043,-0.031275056,0.06768661,-0.13894814,-0.093814746,-1.3982453,1.2981075,2.0779195,0.38704494,-1.6921774,1.1442549,-1.6585352,-0.7577334,-0.89126384,1.6529188,0.38791186,0.25536612,-0.9898804,-1.3265892,0.91414547,-0.26633295,1.8726807,-2.1490242,1.9174007,1.4330287,-1.0254405,-0.48102683,0.38102794,-1.3073918,0.57445943,0.010709919,-0.6174554,-0.24797305,-0.08024131,-0.1717841,-1.8637829,0.146503,0.39659405,1.8232917,-1.1608827,0.8611388,-0.48279944,-0.92662877,0.31992885,-0.1223553,-0.20001218,-1.5024357,-0.75103474,0.44693512,0.116353706,-0.4868133,-0.05398959,-0.5257291,-0.5395107,0.42850462,0.84506506,-0.43088725,-1.6126688,-0.575648,0.30409372,0.74626964,1.5469724,-0.28844973,3.4135964,2.1691978,2.429143,0.94332796,1.9114786,0.95850086,-0.08363816,0.0934213,-1.2137623,-0.08815656,0.076170094,0.1624207,-1.0722195,2.3562853,1
0.04661017,0.033898305,0.025423728,0.059322033,0.0,0.029661017,0.097457625,0.105932206,0.025423728,0.029661017,0.059322033,0.105932206,0.050847456,0.042372882,0.055084746,0.050847456,0.050847456,0.012711864,0.055084746,0.06355932,0.0,0.99543244,-0.8794314,-2.353054,0.33738214,0.06843538,-0.8605684,0.54385304,-1.396654,-1.9071921,2.3711007,1.588397,-0.66009223,-0.005738225,-1.0421212,0.16966045,-1.608174,1.5009795,0.13182835,1.3667077,0.36757803,4.416893,0.3322895,-0.5845892,2.0050688,-0.019491324,0.16695252,-0.13352023,-0.055201087,-1.3632196,1.3390204,1.9772892,0.38217726,-1.6867204,1.1564333,-1.6058781,-0.69816756,-0.94378686,1.5552125,0.39234036,0.27106073,-1.0392383,-1.3034606,0.8224713,-0.35720155,1.849943,-2.1568406,1.906664,1.4887244,-0.9797432,-0.38125458,0.4203276,-1.3882644,0.5324426,0.0472242,-0.6177504,-0.21495694,-0.07687734,-0.15389703,-1.7983274,0.17818989,0.36801836,1.8122133,-1.1771005,0.8847257,-0.43832242,-0.9204115,0.37105805,-0.12045964,-0.23436457,-1.4641074,-0.6647306,0.3600756,0.19895466,-0.51016796,-0.12879194,-0.48531422,-0.47127488,0.4264498,0.87885606,-0.4259633,-1.6520566,-0.5632497,0.23188338,0.7090808,1.5161062,-0.28705376,3.4131548,2.078469,2.4517732,0.8809648,1.7827147,0.82755226,-0.014828016,0.054768458,-1.183803,-0.17095199,0.09566803,0.15486896,-0.98722154,2.2981226,1
0.04661017,0.029661017,0.025423728,0.059322033,0.0,0.029661017,0.097457625,0.105932206,0.029661017,0.029661017,0.059322033,0.105932206,0.055084746,0.038135592,0.055084746,0.050847456,0.055084746,0.012711864,0.055084746,0.059322033,0.0,1.0040036,-0.8812013,-2.3691912,0.3110347,0.05404088,-0.8437266,0.55261105,-1.39215,-1.9183048,2.3569148,1.5824655,-0.65435165,-0.0021170443,-1.0331508,0.17186217,-1.592543,1.5186931,0.11234654,1.3592772,0.35585257,4.4217787,0.32239574,-0.58764005,2.0144732,-0.024313763,0.18620113,-0.14542946,-0.028788524,-1.3599391,1.3498032,1.971608,0.3829966,-1.6933627,1.1247162,-1.6322497,-0.704833,-0.9570254,1.568487,0.3808358,0.25234836,-1.0244716,-1.2990311,0.8363828,-0.33384064,1.8561469,-2.134635,1.9026133,1.4584101,-0.96076876,-0.39415932,0.39889792,-1.377853,0.5328291,0.039809182,-0.6099539,-0.21886249,-0.07253682,-0.1355166,-1.8158616,0.14849956,0.32056153,1.808796,-1.1489705,0.9011594,-0.41483644,-0.92811304,0.35278884,-0.10258331,-0.19752844,-1.4651489,-0.6565389,0.36975047,0.20138921,-0.49493912,-0.102532804,-0.4823382,-0.46840063,0.43393978,0.85136825,-0.45622027,-1.6306373,-0.5836867,0.21942987,0.7113986,1.522659,-0.30599356,3.4069538,2.080504,2.418889,0.8719103,1.7988567,0.8399995,0.0054357084,0.053415015,-1.195794,-0.18139604,0.0973362,0.16926882,-1.0011224,2.293691,1
0.048672568,0.044247787,0.017699115,0.057522126,0.0,0.03539823,0.10176991,0.10619469,0.026548672,0.03982301,0.048672568,0.092920355,0.048672568,0.03982301,0.053097345,0.053097345,0.057522126,0.013274336,0.048672568,0.06637168,0.0,1.0085635,-0.9251181,-2.3497796,0.31683695,0.17123488,-0.80430084,0.5829172,-1.3833283,-1.9171269,2.397615,1.5312754,-0.62687653,0.007866956,-1.0588052,0.14260544,-1.6061567,1.5241579,0.16934176,1.3871067,0.40814435,4.4463406,0.21234712,-0.6849877,2.0154493,-0.038369533,0.12431927,-0.17182806,-0.08227586,-1.3416088,1.2973243,2.066956,0.39234376,-1.7033722,1.1364723,-1.6392555,-0.7303783,-0.89301497,1.6017866,0.3923811,0.26619887,-1.0078107,-1.274708,0.8871113,-0.23871261,1.8766084,-2.1239038,1.9377663,1.4297992,-1.0285728,-0.47127944,0.37716112,-1.2574744,0.5856076,0.05876795,-0.5892987,-0.23607646,-0.06690071,-0.19904748,-1.8386152,0.19400626,0.373995,1.7708944,-1.1459943,0.84843034,-0.42012998,-0.9217325,0.35454467,-0.082065,-0.1441516,-1.4962425,-0.7264935,0.4147977,0.10867772,-0.47641528,-0.060764447,-0.48129106,-0.5329223,0.42182657,0.8531082,-0.42010337,-1.6121016,-0.5674182,0.28939462,0.7471763,1.5406322,-0.3082362,3.410628,2.0944347,2.3975246,0.88781327,1.8550118,0.94492346,-0.04707923,0.08092573,-1.2082953,-0.07628637,0.1039286,0.14524138,-1.0068848,2.2700884,1
0.048672568,0.044247787,0.017699115,0.057522126,0.0,0.030973451,0.10176991,0.10619469,0.030973451,0.03982301,0.048672568,0.092920355,0.048672568,0.03982301,0.053097345,0.053097345,0.057522126,0.013274336,0.048672568,0.06637168,0.0,1.0030305,-0.9265346,-2.343583,0.3252506,0.16421196,-0.8118379,0.58582735,-1.3917137,-1.9142474,2.3918884,1.53558,-0.6182505,0.0026719028,-1.0486984,0.14257829,-1.6071054,1.5228357,0.1651648,1.3844502,0.40970266,4.437161,0.20732415,-0.69250774,2.020297,-0.03243357,0.1209777,-0.16881384,-0.073564894,-1.3379531,1.3040615,2.0579076,0.38489842,-1.6946084,1.1374183,-1.6323282,-0.72765654,-0.8929188,1.5872521,0.39419794,0.27109104,-1.0191634,-1.2712024,0.87975687,-0.23177093,1.8815289,-2.1234632,1.9195871,1.4383645,-1.0156857,-0.45837435,0.38334867,-1.2558814,0.58514184,0.05014712,-0.59801567,-0.21953681,-0.070897914,-0.19444221,-1.8352647,0.19298263,0.37581402,1.7811623,-1.1528059,0.8404748,-0.4246337,-0.9123124,0.35295352,-0.07201387,-0.15057097,-1.500729,-0.7164443,0.40470028,0.1142811,-0.4840539,-0.05648466,-0.48602942,-0.5325693,0.41104144,0.85961306,-0.41092166,-1.619106,-0.5642033,0.28978828,0.7364435,1.5374919,-0.2978871,3.3995004,2.0829015,2.4044106,0.8945367,1.8472247,0.95305985,-0.048060644,0.07245271,-1.198271,-0.06899533,0.09221138,0.1462084,-1.020651,2.2786384,1
0.048672568,0.044247787,0.017699115,0.057522126,0.0,0.030973451,0.10176991,0.10619469,0.026548672,0.03982301,0.053097345,0.092920355,0.048672568,0.03982301,0.053097345,0.053097345,0.057522126,0.013274336,0.048672568,0.06637168,0.0,0.9753883,-0.9406452,-2.3177323,0.34588975,0.17216453,-0.84594387,0.602791,-1.4208449,-1.8715528,2.38173,1.516018,-0.6161226,-0.018606488,-1.0268426,0.1517152,-1.6116014,1.4810648,0.16027327,1.3634077,0.39161476,4.442365,0.22363389,-0.69133234,2.0205824,-0.028530588,0.07699689,-0.17174374,-0.072626665,-1.3215607,1.3062738,2.0406866,0.37895972,-1.6819333,1.1581423,-1.5998586,-0.7004258,-0.90721583,1.5454671,0.37656268,0.29978633,-1.0270551,-1.2542688,0.87606853,-0.2340514,1.8943045,-2.156652,1.93974,1.4628483,-0.9815597,-0.4427954,0.41567707,-1.2456574,0.5959204,0.051983923,-0.5868717,-0.20554432,-0.04646019,-0.19930139,-1.8056915,0.22500849,0.37573984,1.7506462,-1.1912879,0.8101928,-0.42469382,-0.8929071,0.3692685,-0.05994775,-0.15541373,-1.4820006,-0.68723357,0.369443,0.110469855,-0.5227132,-0.075278796,-0.4968128,-0.52603334,0.4112378,0.89137363,-0.38521215,-1.6234152,-0.56415784,0.28177938,0.7083032,1.5298604,-0.30661336,3.395607,2.075455,2.4365017,0.8775005,1.8157899,0.9722315,-0.05451828,0.06073411,-1.1736522,-0.067756094,0.11001428,0.15039593,-1.0351952,2.2652905,1
0.03587444,0.03587444,0.040358745,0.049327355,0.01793722,0.040358745,0.07174888,0.09865471,0.022421524,0.049327355,0.05381166,0.076233186,0.031390134,0.044843048,0.06278027,0.076233186,0.058295965,0.013452915,0.058295965,0.06278027,0.0,1.066735,-0.84024614,-2.3424327,0.4770395,0.123063624,-0.8049502,0.5066728,-1.3939931,-1.9629887,2.4052806,1.5722034,-0.6265444,0.028024688,-1.1452397,0.23791192,-1.6058546,1.5413498,0.18276015,1.4752027,0.38992268,4.357735,0.15512432,-0.65025514,2.028936,-0.03876667,0.17831944,-0.11674512,-0.04441373,-1.2741231,1.2706312,2.0671966,0.42335778,-1.7653105,1.1355398,-1.5943822,-0.74591106,-0.88136613,1.5729804,0.4404593,0.17993623,-0.99497414,-1.207922,0.85037184,-0.2841051,1.8717188,-2.0523436,1.825645,1.4591538,-1.2208438,-0.42128956,0.396165,-1.2208073,0.49137482,0.036729794,-0.5966906,-0.23553272,-0.1335641,-0.21415326,-1.7853152,0.13871716,0.3936596,1.8130012,-1.2036471,0.8620116,-0.55443287,-0.9336996,0.41363245,-0.18531631,-0.23172009,-1.4606295,-0.7632353,0.35617876,0.1334754,-0.52631456,-0.13011214,-0.627233,-0.5581881,0.41471133,0.8725133,-0.22642492,-1.7154745,-0.5960556,0.34268433,0.7399161,1.5016847,-0.18490127,3.375285,2.0892663,2.3898876,0.9982745,1.7801142,0.87732166,-0.010498139,0.08235786,-1.2134113,-0.073791675,0.10362386,-0.028573023,-1.0013329,2.257395,1
